Temperature [_ C],Humidity [%],Soil moisture,Nitrogen [mg/kg],Phosphorus [mg/kg],Potassium,pH,Health_Label
26.45,75.34,367.27,106,59,128,5.8,Healthy
23.4,72.65,560.49,85,107,70,4.25,Healthy
25.44,94.73,207.67,64,92,68,3.27,Non-Healthy
27.03,82.99,219.29,84,74,102,4.73,Non-Healthy
31.17,68.79,535.28,68,106,131,4.86,Non-Healthy
26.06,78.65,514.38,113,57,126,5.96,Healthy
26.6,63.33,420.26,83,88,52,5.65,Healthy
18.95,86.08,122.64,87,95,108,3.25,Non-Healthy
31.33,72.17,616.29,100,81,59,4.97,Non-Healthy
25.39,65.91,692.69,97,94,129,4.88,Healthy
29.22,65.68,507.12,88,62,90,3.7,Non-Healthy
18.7,60.53,661.27,102,73,63,4.63,Non-Healthy
23.89,87.23,559.53,107,57,137,4.73,Healthy
21.6,85.5,516.81,90,47,82,5.23,Healthy
21.74,76.98,323.73,93,86,85,2.11,Healthy
29.08,70.71,166.2,73,76,54,5.15,Non-Healthy
26.73,73.71,138.66,111,108,131,2.38,Non-Healthy
24.16,90.94,381.33,100,67,124,4.04,Non-Healthy
18.15,64.25,386.53,82,60,56,2.73,Healthy
31.51,61.03,343.99,77,46,77,6.44,Healthy
31.47,67.55,137.36,102,86,67,4.78,Non-Healthy
21.05,78.22,235.62,63,63,127,5.37,Non-Healthy
18.58,60.27,199.18,99,97,64,2.97,Non-Healthy
25.42,63.65,127.39,80,79,47,6.11,Healthy
31.32,84.43,479.1,62,55,59,5.64,Healthy
30.75,75.68,177.39,91,52,135,5.46,Non-Healthy
26.19,93.2,206.07,75,66,90,5.42,Non-Healthy
22.25,91.88,177.49,69,45,107,2.18,Non-Healthy
22.62,69.68,563.51,78,109,86,6.05,Healthy
30.57,73.22,632.36,96,96,78,3.02,Non-Healthy
24.88,92.14,188.9,83,53,98,3.96,Non-Healthy
19.84,80.27,477.09,77,93,89,3.95,Healthy
21.48,72.94,479.42,79,104,108,6.86,Healthy
21.88,88.01,283.17,63,58,104,3.81,Healthy
19.73,92.36,461.34,97,99,138,3.6,Non-Healthy
24.48,83.57,371.3,69,68,75,3.98,Healthy
30.82,68.08,182.43,63,45,90,6.03,Healthy
27.36,88.67,675.78,114,85,119,3.63,Non-Healthy
19.01,74.72,513.61,66,86,114,5.12,Healthy
18.08,84.43,673.3,76,100,128,4.29,Non-Healthy
21.87,77.02,207.59,100,65,104,4.26,Non-Healthy
23.08,92.93,580.61,103,69,132,2.19,Non-Healthy
28.87,62.39,363.96,83,54,79,4.9,Healthy
31.54,65.45,659.22,90,107,86,4.79,Non-Healthy
23.43,66.81,518.45,96,89,71,2.75,Healthy
27.61,67.74,205.36,86,107,80,5.34,Non-Healthy
31.93,68.24,138.84,85,79,55,6.27,Non-Healthy
28.44,65.35,192.86,95,80,110,3.38,Non-Healthy
26.91,84.25,533.36,104,81,91,6.48,Healthy
19.09,67.64,126.11,93,68,104,4.0,Non-Healthy
22.53,68.24,397.39,108,50,90,5.48,Healthy
30.79,66.91,440.77,92,105,123,5.79,Healthy
20.81,73.95,591.12,64,58,79,2.61,Healthy
29.81,93.55,379.03,93,100,115,3.98,Non-Healthy
27.75,72.84,123.18,74,43,124,3.62,Healthy
23.13,70.42,246.89,84,93,99,6.16,Non-Healthy
25.41,62.4,147.58,109,45,122,2.4,Healthy
25.6,72.34,688.95,67,102,60,4.45,Non-Healthy
28.0,68.13,490.28,105,98,92,4.59,Healthy
25.23,86.7,121.11,110,102,128,5.2,Non-Healthy
19.86,63.91,142.35,96,91,75,3.39,Non-Healthy
28.83,65.03,250.8,61,85,49,3.84,Healthy
23.69,69.75,571.74,95,60,64,4.37,Healthy
31.48,70.08,351.43,76,99,110,6.18,Healthy
21.97,89.62,413.11,94,73,60,6.06,Healthy
21.68,87.69,626.06,108,78,70,6.66,Non-Healthy
22.67,80.25,636.92,116,66,71,5.38,Healthy
26.01,70.1,368.15,66,86,48,5.7,Healthy
30.53,71.16,560.89,68,40,119,5.23,Healthy
20.47,80.73,255.82,105,108,91,3.86,Healthy
21.92,85.9,221.61,114,61,98,6.43,Non-Healthy
26.14,73.44,686.25,90,86,97,2.2,Non-Healthy
24.36,77.83,490.16,69,54,130,6.63,Healthy
24.26,91.08,501.23,69,53,61,6.22,Healthy
29.49,82.74,629.15,105,73,42,6.48,Non-Healthy
30.93,78.74,135.68,74,50,119,6.19,Healthy
24.74,62.49,285.82,108,92,40,5.55,Healthy
27.62,66.16,537.12,66,91,69,3.05,Healthy
29.21,67.03,383.68,70,85,61,6.9,Healthy
25.26,81.81,666.86,71,72,84,2.89,Non-Healthy
22.12,63.78,381.33,114,61,85,3.13,Healthy
26.93,61.01,193.68,94,51,108,5.61,Healthy
26.19,72.61,646.23,104,60,48,5.2,Healthy
30.62,85.16,122.97,65,79,135,4.32,Non-Healthy
18.73,84.26,560.08,107,62,74,5.44,Healthy
30.74,87.74,124.84,84,56,85,5.13,Non-Healthy
25.48,84.37,388.66,82,40,92,5.92,Healthy
18.22,81.46,239.22,86,87,123,4.41,Healthy
22.83,77.02,671.96,110,96,121,3.42,Non-Healthy
28.14,67.3,350.11,60,97,94,6.43,Healthy
24.84,79.9,137.95,118,97,57,4.93,Healthy
31.72,82.28,570.54,95,76,101,4.36,Non-Healthy
23.92,64.33,303.62,103,71,75,6.28,Healthy
22.57,79.78,490.89,62,80,64,4.77,Healthy
29.5,63.42,355.03,111,46,73,5.18,Non-Healthy
25.67,79.15,374.34,61,62,43,3.83,Healthy
27.55,65.56,273.0,118,75,116,4.6,Healthy
29.28,64.17,577.23,67,57,128,4.93,Healthy
27.4,63.96,388.96,78,43,76,3.17,Healthy
23.91,91.89,142.98,104,81,81,5.76,Non-Healthy
19.75,80.93,667.96,97,51,59,2.88,Healthy
26.12,68.76,408.21,108,51,44,6.26,Healthy
30.56,62.5,401.86,76,57,95,3.34,Healthy
23.86,78.77,320.94,84,95,42,6.66,Healthy
30.75,65.07,488.39,113,106,110,3.53,Non-Healthy
25.05,87.24,352.89,80,66,124,5.39,Non-Healthy
26.69,77.36,554.7,96,47,46,3.97,Healthy
29.66,85.43,628.42,61,89,64,6.01,Non-Healthy
25.9,73.85,404.04,107,107,116,6.64,Healthy
19.27,84.58,498.48,70,47,115,3.9,Healthy
31.73,83.96,291.41,65,95,121,5.41,Non-Healthy
21.44,79.65,482.73,89,83,71,2.78,Healthy
27.95,89.6,488.44,74,102,124,2.42,Healthy
25.07,80.39,416.95,77,54,48,4.07,Healthy
24.7,80.23,212.71,90,59,46,6.79,Healthy
21.42,70.78,540.68,75,48,109,3.42,Healthy
28.11,92.6,305.41,106,61,42,4.62,Non-Healthy
19.58,78.1,345.16,107,99,56,3.88,Healthy
31.87,73.71,613.9,79,41,52,4.23,Non-Healthy
29.84,78.96,515.05,113,99,79,6.38,Healthy
25.48,65.08,167.95,114,108,46,5.77,Healthy
23.94,69.28,447.92,100,98,125,5.36,Healthy
22.01,70.73,170.41,106,71,82,4.34,Non-Healthy
25.02,78.03,494.36,84,64,127,6.42,Healthy
30.31,84.34,348.9,109,80,71,2.25,Non-Healthy
21.85,70.05,591.54,76,58,58,3.42,Healthy
25.01,64.75,572.5,84,72,96,5.06,Healthy
21.28,79.57,699.83,72,41,137,6.06,Healthy
22.72,89.91,293.52,93,89,72,3.92,Non-Healthy
20.66,74.64,221.55,111,67,77,6.09,Healthy
31.87,76.65,227.48,64,101,100,3.81,Non-Healthy
26.0,70.12,467.37,80,108,65,6.73,Healthy
28.26,88.31,314.04,113,74,135,5.15,Non-Healthy
19.38,64.22,645.98,81,108,129,3.52,Non-Healthy
23.13,65.99,166.03,117,108,135,2.75,Non-Healthy
30.5,95.0,563.59,65,104,84,5.09,Non-Healthy
19.18,83.88,404.03,99,69,51,3.99,Healthy
20.32,79.18,489.71,91,62,40,4.63,Healthy
26.76,87.83,460.94,60,94,138,6.12,Non-Healthy
26.72,94.89,427.55,72,71,130,2.34,Non-Healthy
29.74,66.68,525.04,97,56,126,5.65,Healthy
31.1,87.7,436.51,82,44,53,5.21,Non-Healthy
19.99,71.98,655.03,106,44,128,5.68,Healthy
21.63,85.59,439.97,85,95,42,3.21,Non-Healthy
23.98,84.77,653.41,83,95,42,4.87,Non-Healthy
18.01,94.94,587.67,104,106,68,3.14,Non-Healthy
18.98,63.92,611.58,83,51,85,6.95,Healthy
21.17,60.07,640.43,88,79,118,6.46,Healthy
24.74,86.17,237.48,99,89,103,5.76,Non-Healthy
21.52,79.91,318.68,88,77,119,5.72,Healthy
30.27,84.18,641.64,99,54,67,6.86,Healthy
22.54,86.37,206.54,68,101,106,3.89,Non-Healthy
30.94,77.27,404.28,97,46,96,5.18,Healthy
31.65,72.48,180.75,96,105,121,6.13,Non-Healthy
24.3,86.96,208.48,77,43,88,4.03,Non-Healthy
21.18,73.3,461.56,75,75,48,4.04,Healthy
22.08,81.78,349.74,113,62,131,5.48,Healthy
28.87,91.27,365.74,80,103,103,4.86,Non-Healthy
21.83,65.54,414.72,61,51,134,4.88,Healthy
23.33,60.31,503.22,112,70,45,3.1,Healthy
24.7,68.99,409.61,75,106,101,5.63,Healthy
26.05,87.91,318.23,110,66,67,6.79,Healthy
31.95,79.84,231.83,97,104,81,4.95,Non-Healthy
21.25,93.12,389.39,118,48,58,3.15,Healthy
22.95,79.18,337.82,68,105,57,2.7,Healthy
21.68,69.3,592.96,61,87,104,3.96,Healthy
23.06,86.81,128.87,114,68,108,5.4,Non-Healthy
19.41,83.01,450.83,76,93,137,4.49,Healthy
23.04,88.72,478.71,75,93,52,6.55,Healthy
30.43,83.38,692.98,101,64,138,5.15,Non-Healthy
22.18,75.82,633.51,61,43,126,4.82,Healthy
23.21,69.7,420.19,100,71,66,3.92,Healthy
31.22,61.95,287.34,74,65,52,3.36,Healthy
28.2,70.78,125.91,80,90,117,3.76,Non-Healthy
25.23,61.62,259.65,63,97,136,4.05,Healthy
28.88,75.05,611.51,88,93,104,3.25,Non-Healthy
19.72,67.9,684.49,92,93,63,6.94,Healthy
24.5,84.63,526.61,116,85,131,5.65,Healthy
19.66,67.71,470.24,91,104,52,3.05,Healthy
21.27,62.85,471.62,93,89,118,6.72,Healthy
19.99,89.36,496.95,90,44,68,5.58,Healthy
23.07,62.1,121.04,87,78,92,4.97,Non-Healthy
23.34,86.28,334.58,83,41,107,5.83,Healthy
31.26,92.53,310.98,109,107,65,4.43,Non-Healthy
21.7,63.75,687.2,65,47,111,5.58,Healthy
24.61,79.59,120.42,103,54,104,5.03,Healthy
29.36,75.81,547.08,113,106,125,2.66,Non-Healthy
29.42,87.95,355.07,91,60,50,4.5,Non-Healthy
28.5,81.82,157.56,63,61,112,4.22,Non-Healthy
22.03,69.74,329.35,98,77,59,3.57,Healthy
24.93,60.05,194.15,115,65,50,4.84,Non-Healthy
20.61,76.9,141.67,110,104,73,4.55,Non-Healthy
20.64,91.29,516.4,98,106,52,2.4,Non-Healthy
24.1,91.69,134.32,109,91,68,4.95,Non-Healthy
28.34,64.39,126.94,74,78,69,6.35,Healthy
25.37,90.12,367.07,62,65,104,4.18,Non-Healthy
30.41,61.21,195.73,95,77,135,5.33,Non-Healthy
29.63,63.23,378.75,105,70,92,5.38,Non-Healthy
18.44,93.82,332.3,83,76,78,2.78,Non-Healthy
25.96,73.54,179.32,72,109,94,2.56,Non-Healthy
26.53,62.48,491.03,69,43,48,5.89,Healthy
31.46,76.47,496.84,114,65,61,3.84,Non-Healthy
18.33,61.61,493.91,91,89,136,4.44,Healthy
25.44,60.57,621.49,82,97,63,2.85,Non-Healthy
20.87,79.66,123.93,60,42,128,3.42,Healthy
18.75,67.39,136.09,93,95,46,2.03,Non-Healthy
26.22,81.77,423.44,95,105,54,6.0,Healthy
28.82,71.71,390.29,94,92,77,2.33,Healthy
28.85,64.64,694.53,95,94,119,2.27,Non-Healthy
18.42,94.45,327.37,60,70,131,6.05,Healthy
23.7,68.75,345.68,104,63,40,3.17,Healthy
18.62,62.17,604.71,89,100,109,6.03,Healthy
21.47,69.76,481.39,104,45,68,3.65,Healthy
20.7,68.81,161.22,76,81,119,2.47,Non-Healthy
21.01,70.49,153.44,62,43,77,6.23,Healthy
22.75,72.45,426.56,63,78,105,6.33,Healthy
21.88,88.18,350.13,93,109,117,5.65,Healthy
31.47,62.09,546.55,107,102,86,6.91,Healthy
22.93,72.41,484.28,81,43,121,6.35,Healthy
30.52,63.63,120.18,94,55,74,5.19,Non-Healthy
20.53,94.38,129.79,89,43,63,6.15,Healthy
28.69,65.04,607.03,119,63,99,4.46,Non-Healthy
18.86,76.77,215.46,117,79,94,2.38,Non-Healthy
24.48,76.8,450.37,109,77,92,6.02,Healthy
18.08,87.34,665.49,106,40,59,3.66,Non-Healthy
29.34,69.53,680.63,76,75,119,2.53,Non-Healthy
31.31,85.82,609.67,61,104,128,3.25,Non-Healthy
18.49,60.92,635.58,89,86,50,2.66,Non-Healthy
31.07,92.45,644.93,87,41,121,3.27,Non-Healthy
28.83,63.46,164.4,78,86,118,6.01,Healthy
23.02,76.83,617.2,99,92,55,5.89,Healthy
30.72,66.07,361.12,114,100,88,3.05,Non-Healthy
22.15,72.9,144.75,104,72,97,4.06,Non-Healthy
23.73,82.47,429.24,80,79,135,3.98,Healthy
19.35,64.99,187.69,70,41,121,2.2,Healthy
27.2,70.12,165.89,60,43,94,4.05,Healthy
18.41,83.77,391.2,118,56,108,6.06,Healthy
24.79,89.56,302.57,93,93,82,6.92,Healthy
27.56,80.75,631.16,104,86,82,2.65,Non-Healthy
29.5,78.3,303.04,73,43,55,4.48,Healthy
20.1,63.84,597.09,79,60,84,6.63,Healthy
28.56,65.13,122.84,74,70,113,3.0,Non-Healthy
28.07,93.54,670.54,106,89,75,3.93,Non-Healthy
25.83,60.09,151.51,77,59,60,4.84,Healthy
26.19,76.95,272.47,81,46,68,6.12,Healthy
19.28,86.47,134.43,73,85,45,6.28,Non-Healthy
26.41,67.35,676.43,88,106,48,3.1,Non-Healthy
23.34,76.08,149.98,74,101,48,4.86,Non-Healthy
30.15,77.26,322.42,62,73,126,5.93,Healthy
22.38,69.11,505.03,111,56,98,3.42,Healthy
26.07,90.76,306.77,107,80,127,6.2,Healthy
23.97,92.38,124.34,90,68,77,3.6,Non-Healthy
30.27,86.23,259.53,110,104,100,5.43,Non-Healthy
21.55,60.3,534.52,115,77,89,4.38,Non-Healthy
19.1,82.01,339.4,93,64,40,6.78,Healthy
28.48,68.12,595.77,70,84,129,2.14,Healthy
23.78,69.35,548.61,118,54,51,6.4,Healthy
26.25,66.43,459.87,100,69,78,6.35,Healthy
18.37,80.03,174.8,97,59,102,3.11,Healthy
31.33,75.64,689.56,85,72,108,6.48,Non-Healthy
30.29,66.77,421.99,107,109,77,3.55,Non-Healthy
26.73,92.64,270.9,104,98,59,5.18,Non-Healthy
18.24,68.37,469.24,103,98,45,2.69,Healthy
23.29,87.26,529.93,101,94,93,4.91,Non-Healthy
31.7,60.86,391.15,115,105,48,4.74,Non-Healthy
27.54,66.42,492.26,93,51,69,4.15,Healthy
20.25,88.66,182.66,60,97,98,4.89,Non-Healthy
24.45,78.77,626.96,65,47,129,3.09,Healthy
31.53,82.61,514.82,102,50,103,6.75,Healthy
25.49,75.01,568.33,103,92,72,6.39,Healthy
18.34,75.25,185.97,86,65,70,3.01,Non-Healthy
26.68,64.39,421.2,101,55,112,4.48,Healthy
21.8,65.98,521.7,87,55,40,2.75,Healthy
19.38,92.16,422.92,74,97,94,3.26,Non-Healthy
23.64,76.02,177.54,107,101,60,4.19,Non-Healthy
25.82,76.54,155.18,108,99,66,3.67,Non-Healthy
18.24,83.32,477.29,62,86,44,6.31,Healthy
25.83,60.49,582.2,79,62,112,3.77,Healthy
25.16,78.64,698.04,72,46,92,5.47,Healthy
29.11,90.99,449.57,108,67,51,2.39,Non-Healthy
23.93,74.61,253.11,91,98,134,3.7,Healthy
25.75,74.44,354.94,109,103,81,4.89,Healthy
28.39,75.87,181.85,98,79,133,5.99,Non-Healthy
30.56,89.93,360.04,90,67,130,2.05,Non-Healthy
23.32,81.35,607.3,114,89,120,2.26,Non-Healthy
26.42,86.16,346.32,103,56,60,3.48,Healthy
27.72,85.14,150.01,61,54,119,2.11,Non-Healthy
18.61,61.78,216.23,118,63,115,4.36,Non-Healthy
29.21,94.18,508.41,93,75,132,3.07,Non-Healthy
23.28,84.72,520.91,99,69,91,6.63,Healthy
27.38,80.3,234.86,109,85,115,6.42,Healthy
24.6,61.58,589.88,76,65,52,4.87,Healthy
27.83,92.13,282.9,118,89,95,3.08,Non-Healthy
28.14,76.43,442.31,104,85,102,4.09,Healthy
20.68,91.89,298.47,110,70,136,3.32,Non-Healthy
27.27,74.64,522.01,72,48,51,3.68,Healthy
29.92,80.21,337.89,87,44,106,4.32,Healthy
21.3,91.28,561.85,82,51,113,5.07,Healthy
28.61,76.13,400.39,106,86,84,4.05,Healthy
26.87,66.28,491.36,106,88,50,4.13,Healthy
31.37,74.88,657.11,72,102,125,2.16,Non-Healthy
21.64,73.36,372.5,97,78,75,4.59,Healthy
20.16,85.58,439.37,111,68,52,2.17,Non-Healthy
22.37,89.43,229.69,73,64,53,6.74,Non-Healthy
21.61,60.4,522.19,114,97,87,4.29,Healthy
28.6,77.32,243.37,67,102,81,4.28,Non-Healthy
28.26,69.35,520.18,95,41,57,3.44,Healthy
27.38,65.76,655.45,104,73,75,2.93,Non-Healthy
21.03,83.3,665.95,82,65,78,2.13,Non-Healthy
30.07,89.24,585.06,103,99,99,5.08,Non-Healthy
31.39,79.05,432.7,80,61,75,6.0,Healthy
25.44,66.78,605.59,92,51,138,3.55,Healthy
27.09,86.29,385.5,111,44,133,2.92,Healthy
25.01,78.25,338.61,110,76,79,2.05,Healthy
21.97,88.16,527.35,91,89,89,6.91,Healthy
22.01,93.77,240.25,113,46,96,3.62,Non-Healthy
22.39,74.68,163.08,78,61,133,3.05,Non-Healthy
20.67,71.17,332.3,99,60,125,3.89,Healthy
30.63,69.87,317.57,119,105,50,5.84,Healthy
30.02,84.18,189.9,111,90,115,2.64,Non-Healthy
24.46,94.02,615.65,70,71,111,5.11,Non-Healthy
23.14,70.0,507.53,70,76,61,3.23,Healthy
31.15,76.18,134.96,98,82,48,3.46,Non-Healthy
21.11,80.17,433.29,88,85,123,3.76,Healthy
25.75,93.39,209.21,118,50,54,6.92,Healthy
18.76,68.65,416.51,93,78,82,4.3,Healthy
20.68,93.66,567.33,91,89,63,6.59,Healthy
26.46,78.34,359.57,88,108,68,3.61,Healthy
27.27,85.49,466.18,76,80,66,2.59,Non-Healthy
26.13,87.35,436.93,101,87,130,4.07,Non-Healthy
30.17,65.76,455.01,109,94,115,2.3,Non-Healthy
31.91,94.12,397.31,77,90,56,4.14,Non-Healthy
28.69,94.16,216.88,76,105,99,6.99,Non-Healthy
24.51,90.32,260.14,86,88,88,3.18,Non-Healthy
29.68,89.52,638.55,73,49,86,6.58,Non-Healthy
19.69,71.42,548.16,63,87,66,5.36,Non-Healthy
27.57,89.82,690.06,66,48,40,5.84,Healthy
25.26,91.09,151.4,77,61,88,2.67,Non-Healthy
20.49,69.33,303.61,68,70,99,4.77,Healthy
31.62,65.97,676.39,88,68,84,3.8,Non-Healthy
22.74,86.49,374.84,83,77,76,6.79,Healthy
26.62,80.22,470.52,99,102,74,3.07,Healthy
30.3,63.78,450.45,86,61,70,2.12,Non-Healthy
25.09,73.98,201.6,87,108,130,2.86,Non-Healthy
19.61,71.62,544.04,94,109,78,5.21,Healthy
29.46,83.12,153.82,91,46,93,6.41,Healthy
22.94,74.71,432.02,90,52,63,4.69,Healthy
31.76,82.7,440.53,101,91,111,3.09,Non-Healthy
30.37,87.98,237.07,91,100,112,5.44,Non-Healthy
29.95,84.75,555.25,82,43,61,6.62,Healthy
22.99,81.61,639.78,71,104,93,2.42,Healthy
28.6,91.73,687.86,96,42,93,3.89,Non-Healthy
31.81,68.67,135.55,79,95,115,4.13,Non-Healthy
25.37,77.76,299.64,99,80,103,3.69,Healthy
24.59,86.46,656.4,111,47,120,4.85,Non-Healthy
18.21,67.84,149.29,90,78,134,4.37,Non-Healthy
27.8,67.41,277.77,83,65,70,3.96,Healthy
30.02,83.95,429.37,63,72,134,5.42,Non-Healthy
21.46,87.32,549.31,119,85,98,4.09,Non-Healthy
22.41,91.02,252.27,79,53,106,4.69,Healthy
25.01,75.69,294.2,113,101,48,2.02,Healthy
19.01,85.07,232.83,93,65,87,3.21,Non-Healthy
19.25,65.98,376.98,119,93,131,4.06,Healthy
23.9,71.02,412.52,65,85,69,4.68,Healthy
21.66,82.12,641.55,103,107,118,6.9,Healthy
23.68,65.18,567.04,86,85,90,3.81,Healthy
24.36,93.45,534.9,111,79,93,2.73,Non-Healthy
31.67,64.48,452.15,110,76,84,2.47,Non-Healthy
31.22,87.19,310.58,105,57,130,4.02,Non-Healthy
19.96,71.15,160.64,81,70,90,3.87,Non-Healthy
30.36,85.65,270.11,118,74,100,4.76,Non-Healthy
19.12,74.17,232.92,107,44,80,2.21,Healthy
25.11,86.17,252.18,61,95,113,6.05,Healthy
20.29,91.51,251.53,63,98,79,3.17,Non-Healthy
23.12,80.87,369.72,103,67,119,6.86,Healthy
28.41,65.74,340.81,77,67,93,3.34,Healthy
23.94,93.29,315.49,73,62,65,6.79,Healthy
29.3,78.64,631.12,108,50,94,6.11,Healthy
28.06,68.38,237.59,94,67,131,4.72,Non-Healthy
31.2,74.29,214.92,66,75,103,2.93,Non-Healthy
25.48,85.24,164.08,76,40,119,2.81,Non-Healthy
29.23,92.74,656.42,74,107,69,4.92,Non-Healthy
22.52,91.73,232.72,104,93,137,3.07,Non-Healthy
22.84,64.91,451.92,91,81,112,5.41,Healthy
23.61,90.51,336.76,97,67,131,4.41,Non-Healthy
23.75,80.66,442.07,85,87,106,5.04,Healthy
19.45,74.34,492.69,90,44,56,6.53,Healthy
25.27,76.25,607.24,93,58,45,6.32,Healthy
19.36,87.81,414.21,78,46,56,4.37,Healthy
30.46,89.57,309.8,60,83,99,4.23,Non-Healthy
18.87,83.03,225.03,103,48,117,4.63,Healthy
24.3,62.05,471.95,82,57,102,4.26,Healthy
21.99,88.3,196.56,111,91,120,2.15,Non-Healthy
20.17,60.9,616.37,99,40,103,4.03,Healthy
28.97,73.57,136.12,96,77,98,2.88,Non-Healthy
28.01,75.55,610.27,62,70,128,4.31,Non-Healthy
20.04,77.71,247.16,77,92,110,5.1,Non-Healthy
26.86,68.96,402.96,110,47,47,2.34,Healthy
29.1,74.67,543.7,71,100,84,5.98,Healthy
28.83,87.56,574.82,61,47,94,6.68,Healthy
19.29,69.49,353.03,70,46,124,6.5,Healthy
27.6,88.46,409.68,68,80,65,5.78,Healthy
28.02,60.44,137.15,107,46,102,3.14,Healthy
30.07,65.0,319.54,93,109,127,6.44,Healthy
25.11,92.39,271.72,111,46,95,4.35,Healthy
24.46,76.46,346.24,95,62,120,4.63,Healthy
31.51,61.78,294.52,93,90,66,6.76,Healthy
29.15,81.37,212.65,73,80,78,6.46,Non-Healthy
25.82,75.96,666.2,67,47,124,2.79,Healthy
22.63,63.1,368.98,110,75,97,5.62,Healthy
29.83,72.18,489.93,102,58,138,4.3,Non-Healthy
24.38,81.5,657.52,106,88,52,2.71,Non-Healthy
19.3,81.97,452.03,103,55,92,6.75,Healthy
24.37,91.04,193.66,104,51,90,2.49,Non-Healthy
30.21,77.24,577.38,91,108,71,6.64,Healthy
24.28,63.67,569.31,102,105,105,6.71,Healthy
18.2,63.97,354.67,116,59,109,4.41,Healthy
26.56,74.59,432.85,80,109,139,6.01,Healthy
31.94,66.49,366.43,85,85,85,2.33,Non-Healthy
29.44,92.23,250.06,112,79,49,5.46,Non-Healthy
26.64,67.42,562.49,92,108,90,3.45,Healthy
30.8,73.17,551.77,60,61,83,4.92,Non-Healthy
29.39,77.93,495.29,61,68,129,2.4,Non-Healthy
24.98,71.56,384.27,106,89,60,2.76,Healthy
26.28,83.26,389.59,63,64,83,3.76,Healthy
28.24,81.18,293.1,62,51,130,5.56,Healthy
29.85,92.88,274.12,71,84,97,2.66,Non-Healthy
18.81,89.12,612.4,106,54,124,3.03,Non-Healthy
28.85,81.1,618.44,116,59,139,2.95,Healthy
24.27,75.63,128.9,96,80,101,4.2,Non-Healthy
27.25,81.52,537.37,85,100,102,4.1,Healthy
28.7,81.81,311.35,84,90,92,4.97,Healthy
25.55,69.44,653.22,66,92,106,5.91,Healthy
20.22,66.23,260.43,102,96,116,2.46,Healthy
23.73,78.17,314.53,113,90,57,4.4,Non-Healthy
19.08,70.75,553.45,111,79,61,3.41,Healthy
27.65,73.48,162.98,96,79,78,2.1,Non-Healthy
31.35,60.06,530.66,116,99,139,3.51,Non-Healthy
29.13,83.86,511.31,89,83,40,5.46,Non-Healthy
23.46,62.03,296.33,82,77,115,2.05,Healthy
26.18,85.74,533.41,106,47,119,6.33,Healthy
22.26,67.28,643.7,98,96,90,3.49,Non-Healthy
25.57,65.77,586.29,96,82,69,6.56,Healthy
22.21,81.02,420.35,73,58,131,5.63,Healthy
28.34,94.42,196.82,100,89,89,3.13,Non-Healthy
21.63,74.77,637.56,87,97,44,2.52,Non-Healthy
31.5,90.43,404.04,105,67,98,3.48,Non-Healthy
27.27,62.16,356.57,103,107,41,6.37,Healthy
18.96,77.8,437.7,77,40,122,4.15,Healthy
18.15,83.86,243.86,114,51,54,4.62,Healthy
31.96,73.14,314.99,105,108,110,5.13,Non-Healthy
21.09,64.53,546.59,68,103,74,4.72,Healthy
22.38,60.54,446.82,75,66,106,2.18,Healthy
20.92,73.54,562.12,68,106,71,2.55,Healthy
30.99,86.0,561.94,62,94,41,6.65,Non-Healthy
27.13,94.67,557.08,84,86,97,2.54,Non-Healthy
25.06,76.21,203.63,74,95,96,6.48,Healthy
25.81,70.32,497.12,75,95,52,3.16,Healthy
22.45,72.13,398.5,102,94,84,5.69,Healthy
26.6,63.22,156.01,111,54,138,6.34,Healthy
23.87,75.75,604.33,74,70,67,3.31,Non-Healthy
20.79,81.95,247.43,71,46,121,5.23,Healthy
27.19,81.83,127.51,108,53,139,5.65,Healthy
23.23,60.45,493.19,116,59,119,2.97,Healthy
28.99,82.18,219.82,106,81,131,3.53,Non-Healthy
23.82,83.3,155.79,102,103,76,4.31,Non-Healthy
25.12,77.57,661.59,89,61,53,2.06,Non-Healthy
29.02,93.07,206.12,87,109,53,6.34,Non-Healthy
24.27,69.03,421.63,88,75,80,4.2,Healthy
31.53,89.82,333.03,85,55,128,4.75,Non-Healthy
29.1,66.1,145.95,105,78,115,5.08,Non-Healthy
29.57,69.17,302.33,64,75,71,4.17,Non-Healthy
31.35,67.17,323.27,101,46,64,5.72,Healthy
23.44,90.99,406.19,76,100,62,6.54,Healthy
26.12,87.77,529.91,108,61,92,5.12,Non-Healthy
27.71,75.77,699.99,113,85,93,2.71,Non-Healthy
27.43,73.23,420.77,70,89,74,6.94,Healthy
31.34,60.45,666.8,72,69,69,2.31,Non-Healthy
22.04,84.57,425.92,98,101,122,3.87,Healthy
22.08,93.77,464.34,111,71,119,6.07,Healthy
30.85,87.25,200.66,72,73,114,3.08,Non-Healthy
29.19,68.16,451.08,116,56,78,5.79,Healthy
20.85,69.26,271.13,68,48,114,3.27,Healthy
25.98,74.8,278.95,84,79,118,5.49,Healthy
28.44,74.27,371.65,115,90,128,2.06,Healthy
22.94,68.13,499.17,118,52,106,3.2,Healthy
24.08,87.71,478.05,89,67,118,5.52,Healthy
26.06,87.51,297.64,103,82,135,5.28,Non-Healthy
24.54,84.73,136.68,102,108,130,4.52,Non-Healthy
28.54,60.17,261.55,104,84,68,6.61,Healthy
18.08,92.11,382.64,112,108,70,5.83,Healthy
